qid,P101,S854
Q87649803,Q12271,"""http://www.odis.be/lnk/PS_99018"""
Q2450920,Q12271,"""http://www.odis.be/lnk/PS_99022"""
Q3557594,Q12271,"""http://www.odis.be/lnk/PS_99031"""
Q87649804,Q12271,"""http://www.odis.be/lnk/PS_99038"""
Q87649805,Q12271,"""http://www.odis.be/lnk/PS_99041"""
Q87649806,Q12271,"""http://www.odis.be/lnk/PS_99052"""
Q87649807,Q12271,"""http://www.odis.be/lnk/PS_99058"""
Q87649808,Q12271,"""http://www.odis.be/lnk/PS_99062"""
Q49633191,Q12271,"""http://www.odis.be/lnk/PS_99071"""
Q87649810,Q12271,"""http://www.odis.be/lnk/PS_128637"""
Q87649813,Q12271,"""http://www.odis.be/lnk/PS_128698"""
Q87649816,Q12271,"""http://www.odis.be/lnk/PS_99104"""
Q87649819,Q12271,"""http://www.odis.be/lnk/PS_99110"""
Q3057196,Q12271,"""http://www.odis.be/lnk/PS_99121"""
Q74289875,Q12271,"""http://www.odis.be/lnk/PS_99128"""
Q87649823,Q12271,"""http://www.odis.be/lnk/PS_99129"""
Q49633175,Q12271,"""http://www.odis.be/lnk/PS_99137"""
Q87649826,Q12271,"""http://www.odis.be/lnk/PS_128696"""
Q3263600,Q12271,"""http://www.odis.be/lnk/PS_99150"""
Q78784052,Q12271,"""http://www.odis.be/lnk/PS_99824"""
Q87649832,Q12271,"""http://www.odis.be/lnk/PS_99160"""
Q87649836,Q12271,"""http://www.odis.be/lnk/PS_99165"""
Q2861980,Q12271,"""http://www.odis.be/lnk/PS_99166"""
Q87649843,Q12271,"""http://www.odis.be/lnk/PS_99171"""
Q87649847,Q12271,"""http://www.odis.be/lnk/PS_99183"""
Q49633191,Q12271,"""http://www.odis.be/lnk/PS_99192"""
Q49633769,Q12271,"""http://www.odis.be/lnk/PS_99203"""
Q87649850,Q12271,"""http://www.odis.be/lnk/PS_99207"""
Q87649854,Q12271,"""http://www.odis.be/lnk/PS_99210"""
Q87649856,Q12271,"""http://www.odis.be/lnk/PS_128631"""
Q87649859,Q12271,"""http://www.odis.be/lnk/PS_99217"""
Q87649862,Q12271,"""http://www.odis.be/lnk/PS_99221"""
Q87649866,Q12271,"""http://www.odis.be/lnk/PS_99230"""
Q52153647,Q12271,"""http://www.odis.be/lnk/PS_99231"""
Q87649869,Q12271,"""http://www.odis.be/lnk/PS_99242"""
Q87649873,Q12271,"""http://www.odis.be/lnk/PS_99271"""
Q87649876,Q12271,"""http://www.odis.be/lnk/PS_99273"""
Q87649881,Q12271,"""http://www.odis.be/lnk/PS_99275"""
Q3165939,Q12271,"""http://www.odis.be/lnk/PS_99293"""
Q87649883,Q12271,"""http://www.odis.be/lnk/PS_102502"""
Q87649885,Q12271,"""http://www.odis.be/lnk/PS_97852"""
Q55232385,Q12271,"""http://www.odis.be/lnk/PS_99889"""
Q87649889,Q12271,"""http://www.odis.be/lnk/PS_95145"""
Q87651850,Q12271,"""http://www.odis.be/lnk/PS_72255"""
Q87651853,Q12271,"""http://www.odis.be/lnk/PS_72256"""
Q2305185,Q12271,"""http://www.odis.be/lnk/PS_11320"""
Q87649892,Q12271,"""http://www.odis.be/lnk/PS_60335"""
Q87652744,Q12271,"""http://www.odis.be/lnk/PS_86867"""
Q51917603,Q12271,"""http://www.odis.be/lnk/PS_64941"""
Q87649895,Q12271,"""http://www.odis.be/lnk/PS_73138"""
Q16439023,Q12271,"""http://www.odis.be/lnk/PS_73137"""
Q87649899,Q12271,"""http://www.odis.be/lnk/PS_114698"""
Q26212062,Q12271,"""http://www.odis.be/lnk/PS_98141"""
Q87651858,Q12271,"""http://www.odis.be/lnk/PS_99566"""
Q87649903,Q12271,"""http://www.odis.be/lnk/PS_6386"""
Q470776,Q12271,"""http://www.odis.be/lnk/PS_7303"""
Q2099088,Q12271,"""http://www.odis.be/lnk/PS_53050"""
Q87651862,Q12271,"""http://www.odis.be/lnk/PS_64661"""
Q2200652,Q12271,"""http://www.odis.be/lnk/PS_64660"""
Q87649906,Q12271,"""http://www.odis.be/lnk/PS_60459"""
Q87649908,Q12271,"""http://www.odis.be/lnk/PS_85066"""
Q15943419,Q12271,"""http://www.odis.be/lnk/PS_60341"""
Q29415105,Q12271,"""http://www.odis.be/lnk/PS_3966"""
Q87649912,Q12271,"""http://www.odis.be/lnk/PS_78975"""
Q87649916,Q12271,"""http://www.odis.be/lnk/PS_8814"""
Q87649918,Q12271,"""http://www.odis.be/lnk/PS_6599"""
Q1897652,Q12271,"""http://www.odis.be/lnk/PS_52420"""
Q87649927,Q12271,"""http://www.odis.be/lnk/PS_87506"""
Q44156256,Q12271,"""http://www.odis.be/lnk/PS_60484"""
Q2079957,Q12271,"""http://www.odis.be/lnk/PS_103779"""
Q2581634,Q12271,"""http://www.odis.be/lnk/PS_4335"""
Q2375773,Q12271,"""http://www.odis.be/lnk/PS_99168"""
Q87649935,Q12271,"""http://www.odis.be/lnk/PS_109844"""
Q87649939,Q12271,"""http://www.odis.be/lnk/PS_5899"""
Q3185837,Q12271,"""http://www.odis.be/lnk/PS_5974"""
Q87648568,Q385378,"""http://www.odis.be/lnk/PS_101373"""
Q2107369,Q385378,"""http://www.odis.be/lnk/PS_113350"""
Q87648744,Q385378,"""http://www.odis.be/lnk/PS_105898"""
Q87648746,Q385378,"""http://www.odis.be/lnk/PS_123861"""
Q87648920,Q385378,"""http://www.odis.be/lnk/PS_113785"""
Q87648931,Q385378,"""http://www.odis.be/lnk/PS_113346"""
Q639235,Q385378,"""http://www.odis.be/lnk/PS_113349"""
Q1284271,Q385378,"""http://www.odis.be/lnk/PS_113438"""
Q697514,Q385378,"""http://www.odis.be/lnk/PS_113756"""
Q87648959,Q385378,"""http://www.odis.be/lnk/PS_106052"""
Q256230,Q385378,"""http://www.odis.be/lnk/PS_75451"""
Q87649047,Q385378,"""http://www.odis.be/lnk/PS_106086"""
Q87649098,Q385378,"""http://www.odis.be/lnk/PS_106096"""
Q87649102,Q385378,"""http://www.odis.be/lnk/PS_106097"""
Q87649109,Q385378,"""http://www.odis.be/lnk/PS_106088"""
Q87649150,Q385378,"""http://www.odis.be/lnk/PS_100370"""
Q87649209,Q385378,"""http://www.odis.be/lnk/PS_106104"""
Q87649256,Q385378,"""http://www.odis.be/lnk/PS_105965"""
Q87649273,Q385378,"""http://www.odis.be/lnk/PS_113347"""
Q87649289,Q385378,"""http://www.odis.be/lnk/PS_73672"""
Q87649290,Q385378,"""http://www.odis.be/lnk/PS_105334"""
Q87649295,Q385378,"""http://www.odis.be/lnk/PS_73670"""
Q87649297,Q385378,"""http://www.odis.be/lnk/PS_62272"""
Q87649377,Q385378,"""http://www.odis.be/lnk/PS_113994"""
Q87649427,Q385378,"""http://www.odis.be/lnk/PS_113351"""
Q87649553,Q385378,"""http://www.odis.be/lnk/PS_86008"""
Q87649556,Q385378,"""http://www.odis.be/lnk/PS_113984"""
Q49633486,Q385378,"""http://www.odis.be/lnk/PS_99174"""
Q1800802,Q385378,"""http://www.odis.be/lnk/PS_99869"""
Q1297794,Q385378,"""http://www.odis.be/lnk/PS_113342"""
Q87651850,Q385378,"""http://www.odis.be/lnk/PS_72255"""
Q87651853,Q385378,"""http://www.odis.be/lnk/PS_72256"""
Q87651865,Q385378,"""http://www.odis.be/lnk/PS_6535"""
